('名次', '选手', '战队', '位置', '出场次数', 'KDA', '参团率', '场均击杀', '单场最高击杀', '场均死亡', '单场最高死亡', '场均助攻', '单场最高助攻', 'GPM', 'CSPM', '每分钟输出', '输出占比', '每分钟承受伤害', '承受伤害占比', '每分钟插眼数', '每分钟排眼数')
['55', 'Gajuner', 'PTS', '上单', '2', '1.1', '72.7%', '3.0', '3', '7.0', '7', '5.0', '5', '283', '5.62', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['56', 'Dose', 'PTS', '打野', '2', '2.0', '54.5%', '2.0', '2', '3.0', '3', '4.0', '4', '265', '3.58', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['57', 'Jellyfish', 'PTS', '中单', '2', '7.0', '63.6%', '2.0', '2', '1.0', '1', '5.0', '5', '311', '7.06', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['58', 'invidiuM', 'PTS', 'ADC', '2', '2.7', '72.7%', '3.0', '3', '3.0', '3', '5.0', '5', '354', '8.36', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['59', 'SaZeD', 'PTS', '辅助', '2', '1.0', '63.6%', '1.0', '1', '7.0', '7', '6.0', '6', '207', '0.30', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['60', 'Zychion', 'TFS', '打野', '2', '0.7', '40.0%', '0.0', '0', '3.0', '3', '2.0', '2', '187', '0.31', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['61', 'Zeriouz', 'TFS', '上单', '2', '0.6', '60.0%', '1.0', '1', '5.0', '5', '2.0', '2', '281', '6.69', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['62', 'Crazycaps', 'TFS', '中单', '2', '4.0', '40.0%', '2.0', '2', '0.0', '0', '0.0', '0', '301', '7.18', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['63', 'Santorin', 'TFS', 'ADC', '2', '2.0', '40.0%', '1.0', '1', '1.0', '1', '1.0', '1', '276', '4.89', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['64', 'Godbro', 'TFS', '辅助', '2', '1.0', '60.0%', '1.0', '1', '3.0', '3', '2.0', '2', '287', '6.81', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['65', 'TCM Motroco', 'SBC', 'ADC', '8', '5.4', '69.1%', '4.0', '7', '1.8', '3', '5.5', '8', '377', '7.58', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['66', 'Belgianbeast', 'SBC', '中单', '8', '3.1', '61.8%', '2.5', '7', '2.8', '4', '6.0', '12', '360', '8.13', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['67', 'Carbonite', 'SBC', '打野', '8', '2.3', '76.4%', '4.0', '6', '4.5', '8', '6.5', '11', '343', '4.42', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['68', 'kaSing', 'SBC', '辅助', '8', '2.3', '70.9%', '1.0', '2', '4.2', '7', '8.8', '17', '243', '0.36', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['69', 'Steve', 'SBC', '上单', '8', '2.5', '50.9%', '2.2', '4', '2.8', '3', '4.8', '12', '327', '6.93', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['70', 'Zorozero', 'NIP-2', '上单', '12', '6.3', '45.8%', '1.8', '4', '1.0', '5', '4.5', '9', '388', '9.14', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['71', 'Nukeduck', 'NIP-2', '中单', '12', '4.2', '55.4%', '4.8', '9', '1.8', '3', '2.8', '8', '390', '8.47', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['72', 'Hulberto', 'NIP-2', '打野', '12', '15.0', '54.2%', '2.7', '6', '0.5', '2', '4.8', '9', '306', '3.76', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['73', 'Freeze', 'NIP-2', 'ADC', '12', '11.5', '55.4%', '4.0', '7', '0.7', '2', '3.7', '7', '410', '9.32', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['74', 'Mithy', 'NIP-2', '辅助', '12', '3.7', '53.0%', '0.5', '1', '2.0', '3', '6.8', '11', '234', '0.57', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['75', 'ShadowmaRe', 'mYinsanity', '辅助', '2', '2.0', '57.1%', '1.0', '1', '4.0', '4', '7.0', '7', '243', '0.97', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['76', 'SozPurefect', 'mYinsanity', '中单', '2', '2.2', '78.6%', '4.0', '4', '5.0', '5', '7.0', '7', '336', '5.88', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['77', 'ChosenOne', 'mYinsanity', '上单', '2', '1.6', '57.1%', '5.0', '5', '5.0', '5', '3.0', '3', '314', '5.25', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['78', 'ImSoFresh', 'mYinsanity', '打野', '2', '2.0', '57.1%', '1.0', '1', '4.0', '4', '7.0', '7', '370', '6.77', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
30
['1', 'LoveLing', 'OMG', '辅助', '34', '3.9', '65.3%', '1.2', '4', '3.1', '7', '10.9', '24', '222', '0.67', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['2', 'Gogoing', 'OMG', '上单', '34', '5.1', '55.9%', '2.9', '10', '2.0', '6', '7.5', '19', '338', '7.95', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['3', 'Cool', 'OMG', '中单', '2', '1.4', '68.0%', '4.5', '6', '6.0', '6', '4.0', '4', '375', '8.43', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['4', 'xiyang', 'OMG', '中单', '32', '5.1', '63.5%', '5.2', '14', '2.3', '6', '6.8', '16', '356', '8.88', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['5', 'bigpomelo', 'OMG', '打野', '34', '4.7', '62.1%', '4.0', '13', '2.4', '10', '7.6', '17', '282', '2.97', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['6', 'san', 'OMG', 'ADC', '34', '6.3', '66.1%', '5.4', '13', '1.9', '6', '6.9', '17', '370', '8.83', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['7', 'Bao', 'RYL', '辅助', '16', '2.2', '64.5%', '1.0', '4', '3.7', '8', '7.2', '14', '243', '0.56', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['8', 'K4mi', 'RYL', '打野', '28', '2.5', '73.5%', '2.6', '10', '4.0', '8', '7.3', '18', '290', '2.81', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['9', 'DreamS', 'RYL', '上单', '16', '2.0', '48.8%', '1.5', '6', '3.1', '6', '4.7', '12', '312', '6.57', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['10', 'Uzi', 'RYL', '中单', '12', '3.2', '74.7%', '4.3', '8', '3.3', '8', '6.5', '12', '431', '9.81', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['11', 'Uzi', 'RYL', 'ADC', '16', '3.7', '79.3%', '5.2', '13', '2.8', '5', '4.8', '15', '405', '9.00', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['12', 'Rui', 'RYL', '辅助', '2', '0.5', '54.5%', '0.5', '1', '5.5', '6', '2.5', '3', '180', '0.33', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['13', 'L1ght', 'RYL', 'ADC', '12', '3.1', '64.4%', '3.0', '7', '3.0', '6', '6.3', '12', '411', '8.76', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['14', 'XJJ', 'RYL', '辅助', '10', '1.8', '56.4%', '1.5', '3', '5.0', '11', '7.7', '11', '271', '0.45', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['15', 'nct', 'RYL', '上单', '12', '2.9', '55.7%', '2.9', '9', '2.8', '6', '5.2', '12', '369', '7.52', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['16', 'nct', 'RYL', '中单', '16', '3.2', '64.5%', '2.6', '8', '2.6', '5', '5.6', '12', '335', '7.24', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['17', 'Clearlove', 'EDG', '打野', '34', '6.0', '68.6%', '3.8', '9', '1.9', '5', '7.6', '17', '258', '3.35', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['18', 'Koro1', 'EDG', '上单', '32', '4.6', '55.0%', '2.4', '7', '2.0', '5', '6.7', '14', '293', '7.60', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['19', 'FZZF', 'EDG', '辅助', '34', '5.4', '72.1%', '1.1', '4', '2.2', '7', '10.8', '21', '211', '0.76', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['20', 'U', 'EDG', '中单', '34', '6.2', '68.7%', '4.4', '10', '1.8', '8', '7.0', '13', '311', '7.95', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['21', 'NaMei', 'EDG', 'ADC', '34', '5.2', '68.0%', '4.8', '12', '2.1', '6', '6.4', '13', '331', '8.47', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['22', 'Fireloli', 'EDG', '上单', '2', '2.3', '65.6%', '2.0', '2', '4.5', '5', '8.5', '12', '285', '4.59', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['23', 'Kitties', 'IG', '辅助', '34', '2.8', '66.8%', '0.7', '2', '3.9', '8', '10.1', '26', '224', '0.62', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['24', 'KIDKID', 'IG', 'ADC', '34', '4.2', '69.0%', '4.6', '13', '2.7', '7', '6.6', '17', '346', '8.03', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['25', 'Zz1tai', 'IG', '中单', '34', '3.4', '63.9%', '4.8', '11', '3.0', '8', '5.6', '13', '333', '8.32', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['26', 'iLlusioN', 'IG', '打野', '34', '3.4', '65.5%', '2.9', '14', '3.2', '8', '7.8', '20', '264', '2.96', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['27', 'PDD', 'IG', '上单', '34', '2.9', '52.2%', '3.2', '11', '2.9', '7', '5.3', '12', '330', '8.50', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['28', 'Pyl', 'LGD', '辅助', '28', '2.3', '67.1%', '0.8', '4', '4.3', '8', '9.1', '27', '243', '0.58', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['29', 'Star', 'LGD', '上单', '28', '2.2', '47.3%', '1.9', '8', '3.1', '7', '5.1', '18', '321', '6.06', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['30', 'TBQ', 'LGD', '打野', '28', '2.2', '61.8%', '2.9', '8', '4.1', '10', '6.3', '14', '294', '3.25', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['31', 'Rena', 'LGD', '中单', '28', '3.2', '66.4%', '4.1', '13', '3.1', '7', '5.8', '16', '354', '6.99', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['32', 'Styz', 'LGD', 'ADC', '28', '3.0', '68.4%', '5.1', '13', '3.3', '6', '5.0', '22', '407', '8.46', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['33', 'face', 'Positive Energy', '打野', '2', '0.9', '77.8%', '1.0', '2', '4.0', '6', '2.5', '5', '214', '3.16', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['34', 'face', 'Positive Energy', '中单', '2', '0.6', '43.8%', '1.0', '1', '5.5', '6', '2.5', '4', '277', '5.87', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['35', 'LovC', 'Positive Energy', 'ADC', '24', '1.8', '58.9%', '2.7', '9', '4.2', '10', '4.9', '10', '346', '7.53', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['36', 'summer', 'Positive Energy', 'ADC', '2', '0.5', '44.4%', '1.0', '1', '4.0', '5', '1.0', '2', '254', '6.24', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['37', 'crazy', 'Positive Energy', '打野', '2', '1.2', '57.1%', '2.5', '3', '5.0', '6', '3.5', '4', '282', '3.80', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['38', 'Ycc', 'Positive Energy', '打野', '22', '2.2', '68.4%', '3.3', '9', '4.1', '8', '5.6', '16', '290', '3.28', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['39', 'Ycc', 'Positive Energy', 'ADC', '2', '1.5', '37.5%', '1.0', '1', '2.0', '2', '2.0', '4', '337', '8.21', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['40', 'Aluka', 'Positive Energy', '上单', '28', '1.8', '59.0%', '2.5', '10', '3.8', '9', '4.6', '14', '334', '7.27', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['41', 'DaDa777', 'Positive Energy', '辅助', '28', '1.9', '66.2%', '1.0', '5', '4.1', '9', '6.9', '22', '212', '0.68', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['42', 'JoJo', 'Positive Energy', '打野', '2', '1.2', '62.5%', '3.0', '3', '4.0', '5', '2.0', '2', '285', '4.11', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['43', 'JoJo', 'Positive Energy', '中单', '26', '2.5', '65.4%', '3.1', '10', '3.2', '7', '4.9', '13', '347', '7.94', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['44', 'Kane', 'EP', 'ADC', '28', '2.3', '70.2%', '3.6', '12', '3.5', '7', '4.5', '11', '346', '7.90', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['45', 'BuPingZ', 'EP', '打野', '28', '1.7', '66.0%', '2.0', '5', '4.6', '10', '5.6', '15', '252', '2.82', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['46', 'DomhoXz', 'EP', '辅助', '28', '2.1', '70.2%', '0.8', '4', '3.9', '8', '7.4', '20', '208', '0.56', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['47', 'SuperCat', 'EP', '中单', '28', '2.5', '66.9%', '3.0', '10', '3.1', '6', '4.8', '16', '327', '7.55', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['48', 'AmazingJ', 'EP', '上单', '28', '2.2', '55.5%', '2.1', '8', '3.0', '7', '4.4', '13', '314', '7.18', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['49', 'conan', 'WE', '辅助', '34', '4.0', '69.2%', '1.0', '7', '2.9', '7', '10.5', '23', '220', '0.55', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['50', 'Caomei', 'WE', '上单', '34', '3.4', '55.4%', '2.4', '6', '2.7', '9', '6.8', '28', '302', '6.75', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['51', 'WeiXiao', 'WE', 'ADC', '34', '5.3', '66.4%', '5.5', '16', '2.1', '6', '5.6', '16', '355', '8.46', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['52', 'kkk1', 'WE', '中单', '34', '5.0', '65.1%', '4.2', '13', '2.1', '7', '6.6', '19', '360', '9.54', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
5
['1', 'fredy122', 'SK', '上单', '35', '2.7', '49.8%', '1.5', '7', '2.1', '6', '4.4', '12', '344', '7.81', '416', '20.8%', '911', '30.7%', '0.29', '0.05']
['2', 'Svenskeren', 'SK', '打野', '35', '2.8', '71.3%', '2.5', '6', '3.0', '8', '5.9', '14', '303', '3.65', '304', '15.2%', '704', '23.7%', '0.30', '0.14']
['3', 'nRated', 'SK', '辅助', '35', '3.2', '69.6%', '1.2', '6', '2.5', '7', '7.0', '13', '239', '0.68', '184', '9.2%', '412', '13.9%', '1.02', '0.22']
['4', 'CandyPanda', 'SK', 'ADC', '35', '4.6', '73.7%', '3.5', '9', '1.9', '6', '5.2', '13', '386', '8.47', '524', '26.2%', '555', '18.7%', '0.31', '0.09']
['5', 'Jesiz', 'SK', '中单', '35', '3.6', '62.8%', '3.1', '10', '2.1', '6', '4.4', '12', '359', '7.92', '572', '28.6%', '382', '12.9%', '0.32', '0.09']
['6', 'Edward', 'GMB', '辅助', '33', '2.2', '60.4%', '1.3', '6', '3.5', '7', '6.3', '18', '224', '0.98', '187', '9.0%', '437', '13.7%', '1.03', '0.19']
['7', 'Darien', 'GMB', '上单', '31', '2.7', '64.8%', '1.7', '6', '3.1', '7', '6.7', '17', '333', '6.80', '465', '22.5%', '1015', '31.3%', '0.31', '0.08']
['8', 'Genja', 'GMB', 'ADC', '31', '5.9', '61.8%', '3.0', '10', '1.4', '5', '4.9', '16', '374', '8.42', '532', '25.7%', '502', '15.5%', '0.22', '0.09']
['9', 'Alex Ich', 'GMB', '中单', '31', '3.4', '68.2%', '4.5', '13', '2.6', '5', '4.3', '10', '384', '8.70', '580', '28.0%', '509', '15.7%', '0.28', '0.08']
['10', 'Zorozero', 'GMB', '上单', '2', '5.0', '29.4%', '0.5', '1', '0.5', '1', '2.0', '4', '357', '8.94', '567', '26.7%', '778', '30.5%', '0.34', '0.01']
['11', 'Nukeduck', 'GMB', '中单', '2', '5.0', '58.8%', '3.5', '4', '1.0', '2', '1.5', '3', '382', '9.42', '648', '30.5%', '356', '14.0%', '0.62', '0.03']
['12', 'Hulberto', 'GMB', '打野', '2', '2.2', '52.9%', '2.0', '4', '2.0', '4', '2.5', '4', '300', '3.91', '161', '7.6%', '631', '24.8%', '0.37', '0.07']
['13', 'Fury', 'GMB', 'ADC', '2', '4.5', '52.9%', '1.5', '3', '1.0', '1', '3.0', '5', '370', '8.81', '548', '25.8%', '361', '14.2%', '0.22', '0.12']
['14', 'Diamondprox', 'GMB', '打野', '31', '3.4', '67.5%', '2.4', '7', '2.5', '6', '6.4', '15', '314', '4.18', '305', '14.8%', '776', '23.9%', '0.60', '0.13']
['15', 'YellOwStaR', 'FNC', '辅助', '35', '4.1', '64.6%', '0.7', '3', '2.1', '6', '8.1', '17', '250', '0.81', '181', '8.7%', '390', '14.8%', '1.31', '0.26']
['16', 'Rekkles', 'FNC', 'ADC', '35', '7.8', '65.5%', '4.3', '11', '1.1', '5', '4.6', '12', '401', '9.14', '524', '25.3%', '400', '15.2%', '0.18', '0.10']
['17', 'SoaZ', 'FNC', '上单', '35', '5.2', '62.9%', '2.1', '5', '1.7', '5', '6.5', '14', '347', '7.32', '450', '21.7%', '697', '26.5%', '0.34', '0.06']
['18', 'xPeke', 'FNC', '中单', '35', '3.5', '69.5%', '4.3', '13', '2.7', '6', '5.1', '9', '382', '8.46', '692', '33.3%', '498', '18.9%', '0.39', '0.10']
['19', 'Cyanide', 'FNC', '打野', '35', '3.5', '64.2%', '2.2', '7', '2.5', '6', '6.5', '14', '290', '3.24', '228', '11.0%', '649', '24.6%', '0.41', '0.09']
['20', 'Tabzz', 'ALL', 'ADC', '36', '4.7', '67.1%', '3.4', '9', '1.7', '5', '4.6', '11', '378', '8.44', '529', '27.2%', '432', '15.4%', '0.20', '0.08']
['21', 'Wickd', 'ALL', '上单', '36', '2.8', '54.4%', '1.5', '4', '2.3', '7', '5.0', '13', '339', '7.53', '361', '18.6%', '826', '29.5%', '0.34', '0.05']
['22', 'Shook', 'ALL', '打野', '36', '2.8', '70.3%', '2.4', '9', '3.0', '7', '5.9', '15', '289', '3.58', '255', '13.1%', '699', '24.9%', '0.31', '0.11']
['23', 'Nyph', 'ALL', '辅助', '36', '2.8', '65.2%', '0.6', '3', '2.8', '10', '7.1', '16', '222', '0.59', '145', '7.5%', '416', '14.9%', '1.06', '0.20']
['24', 'Froggen', 'ALL', '中单', '36', '4.0', '72.7%', '3.9', '9', '2.1', '6', '4.7', '12', '379', '8.76', '654', '33.6%', '429', '15.3%', '0.38', '0.09']
['25', 'Creaton', 'MIL', 'ADC', '28', '4.0', '62.4%', '3.9', '14', '2.0', '5', '4.2', '17', '372', '8.61', '527', '26.9%', '467', '16.3%', '0.13', '0.07']
['26', 'Jree', 'MIL', '辅助', '28', '2.5', '62.4%', '0.6', '2', '3.2', '8', '7.5', '25', '212', '0.56', '152', '7.8%', '418', '14.6%', '1.11', '0.20']
['27', 'Kottenx', 'MIL', '打野', '6', '2.3', '64.1%', '5.3', '11', '4.3', '9', '4.5', '10', '310', '3.77', '410', '18.8%', '750', '25.6%', '0.21', '0.07']
['28', 'Kerp', 'MIL', '中单', '28', '2.7', '64.6%', '3.6', '9', '3.1', '6', '4.8', '17', '345', '7.56', '627', '32.1%', '443', '15.5%', '0.36', '0.05']
['29', 'Araneae', 'MIL', '打野', '22', '2.0', '60.3%', '1.7', '4', '3.7', '8', '5.8', '12', '259', '3.21', '238', '12.5%', '720', '25.3%', '0.53', '0.12']
['30', 'Kev1n', 'MIL', '上单', '28', '3.9', '60.2%', '2.4', '6', '2.0', '4', '5.4', '18', '330', '6.85', '377', '19.3%', '807', '28.2%', '0.33', '0.07']
['31', 'YoungBuck', 'CW', '上单', '34', '2.3', '55.4%', '1.8', '5', '2.7', '8', '4.6', '13', '324', '6.76', '388', '18.7%', '796', '28.6%', '0.35', '0.09']
['32', 'Unlimited', 'CW', '辅助', '34', '2.7', '72.1%', '0.7', '3', '3.1', '6', '7.5', '16', '236', '0.49', '202', '9.7%', '403', '14.5%', '0.95', '0.17']
['33', 'Amazing', 'CW', '打野', '34', '3.9', '78.7%', '2.8', '11', '2.3', '7', '6.2', '12', '298', '3.60', '282', '13.6%', '667', '23.9%', '0.46', '0.08']
['34', 'cowTard', 'CW', '中单', '34', '2.7', '70.0%', '3.3', '8', '3.0', '9', '4.8', '14', '355', '7.66', '551', '26.5%', '472', '16.9%', '0.30', '0.09']
['35', 'Forg1vengre', 'CW', 'ADC', '34', '3.6', '67.2%', '2.9', '7', '2.1', '6', '4.9', '12', '389', '9.36', '654', '31.5%', '449', '16.1%', '0.19', '0.09']
['36', 'Moopz', 'MYM', '中单', '20', '2.5', '67.1%', '3.0', '9', '2.9', '7', '4.2', '11', '350', '8.03', '504', '27.3%', '396', '14.4%', '0.37', '0.03']
['37', 'Migxa', 'MYM', '辅助', '28', '1.6', '68.2%', '0.8', '3', '4.6', '11', '6.6', '19', '215', '0.46', '200', '10.4%', '468', '17.0%', '1.18', '0.14']
['38', 'Mimer', 'MYM', '上单', '28', '2.1', '51.0%', '1.5', '5', '2.6', '5', '4.0', '12', '323', '7.07', '376', '19.5%', '814', '29.5%', '0.28', '0.04']
['39', 'Impaler', 'MYM', '打野', '28', '2.2', '69.2%', '2.3', '6', '3.3', '8', '5.1', '13', '275', '3.17', '271', '14.0%', '657', '23.8%', '0.45', '0.12']
['40', 'MrRalleZ', 'MYM', 'ADC', '28', '4.1', '72.5%', '3.3', '10', '1.9', '8', '4.5', '13', '359', '7.90', '563', '29.2%', '393', '14.3%', '0.09', '0.09']
['41', 'Selfie', 'MYM', '中单', '8', '1.8', '68.6%', '2.9', '7', '4.0', '7', '4.5', '9', '343', '7.53', '559', '26.3%', '503', '18.1%', '0.32', '0.09']
['42', 'Celaver', 'ROC', 'ADC', '35', '4.7', '64.0%', '3.1', '11', '1.6', '5', '4.3', '10', '383', '8.44', '521', '28.4%', '498', '18.1%', '0.26', '0.05']
['43', 'Xaxus', 'ROC', '上单', '35', '3.9', '57.5%', '1.7', '5', '1.7', '4', '4.9', '13', '336', '7.03', '357', '19.5%', '739', '26.9%', '0.30', '0.05']
['44', 'Overpow', 'ROC', '中单', '35', '4.4', '68.9%', '3.1', '9', '1.8', '6', '4.9', '16', '372', '8.19', '505', '27.6%', '466', '17.0%', '0.31', '0.06']
['45', 'Vander', 'ROC', '辅助', '35', '4.7', '64.0%', '0.7', '3', '1.6', '4', '6.7', '15', '231', '0.81', '152', '8.3%', '385', '14.0%', '1.11', '0.18']
23
['1', 'Makler', 'MS', 'ADC', '12', '4.1', '64.2%', '4.8', '11', '2.8', '5', '6.8', '12', '390', '8.24', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['2', 'Czaru', 'MS', '中单', '12', '3.5', '71.6%', '6.3', '9', '3.7', '7', '6.7', '16', '409', '8.34', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['3', 'Mokatte', 'MS', '打野', '12', '2.8', '50.5%', '1.7', '3', '3.3', '5', '7.5', '12', '306', '3.73', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['4', 'Kubon', 'MS', '上单', '12', '6.6', '60.6%', '4.2', '9', '1.7', '4', '6.8', '17', '360', '6.66', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['5', 'Libik', 'MS', '辅助', '12', '2.8', '56.9%', '1.2', '4', '3.7', '6', '9.2', '12', '237', '0.86', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['6', 'Febiven', 'H2K', '中单', '12', '3.3', '56.1%', '4.0', '7', '3.0', '5', '6.0', '12', '374', '7.63', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['7', 'Odoamne', 'H2K', '上单', '12', '4.4', '61.7%', '2.8', '4', '2.5', '7', '8.2', '14', '348', '6.69', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['8', 'k0u', 'H2K', '打野', '12', '3.7', '66.4%', '4.5', '7', '3.2', '5', '7.3', '10', '319', '3.56', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['9', 'Voidle', 'H2K', '辅助', '12', '3.2', '50.5%', '1.0', '2', '2.8', '4', '8.0', '15', '227', '1.25', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['10', 'Hjarnan', 'H2K', 'ADC', '12', '4.2', '66.4%', '5.5', '10', '2.8', '6', '6.3', '12', '408', '7.89', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['11', 'Sixx', 'SKP', '辅助', '6', '2.8', '88.0%', '1.7', '5', '2.7', '4', '5.7', '16', '213', '0.57', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['12', 'Zvanillan', 'SKP', 'ADC', '6', '2.7', '76.0%', '3.0', '9', '2.3', '3', '3.3', '8', '362', '8.55', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['13', 'Ginsu', 'SKP', '打野', '6', '1.4', '84.0%', '1.7', '4', '5.0', '6', '5.3', '16', '275', '3.61', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['14', 'Mozilla', 'SKP', '上单', '6', '1.9', '68.0%', '0.7', '2', '3.0', '4', '5.0', '14', '296', '6.61', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['15', 'Exileh', 'SKP', '中单', '6', '1.0', '60.0%', '1.3', '2', '5.0', '6', '3.7', '10', '320', '7.53', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['16', 'PhantomJo', 'TTD', '上单', '14', '1.5', '58.7%', '2.7', '5', '4.1', '6', '3.6', '7', '328', '6.76', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['17', 'INightmare', 'TTD', '打野', '14', '2.7', '69.3%', '1.6', '4', '2.7', '5', '5.9', '9', '273', '3.18', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['18', 'Snow', 'TTD', '中单', '14', '1.6', '48.0%', '2.0', '6', '3.3', '6', '3.1', '7', '351', '8.38', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['19', 'Sunny', 'TTD', 'ADC', '14', '2.5', '62.7%', '3.1', '7', '2.7', '5', '3.6', '6', '359', '8.00', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['20', 'Bonaparte', 'TTD', '辅助', '14', '2.4', '69.3%', '1.3', '3', '3.1', '7', '6.1', '11', '224', '0.66', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['21', 'Cavalier', 'SGC', '上单', '6', '1.6', '33.3%', '0.7', '1', '2.3', '4', '3.0', '9', '270', '5.80', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['22', 'GladIQ', 'SGC', '打野', '6', '2.2', '72.7%', '1.0', '2', '3.7', '4', '7.0', '13', '238', '2.45', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
['23', 'Loolaa', 'SGC', '辅助', '6', '3.6', '75.8%', '1.7', '2', '2.3', '4', '6.7', '14', '246', '0.83', '0', '0.0%', '0', '0.0%', '0.00', '0.00']
