('名次', '选手', '战队', '位置', '出场次数', 'KDA', '参团率', '场均击杀', '单场最高击杀', '场均死亡', '单场最高死亡', '场均助攻', '单场最高助攻', 'GPM', 'CSPM', '每分钟输出', '输出占比', '每分钟承受伤害', '承受伤害占比', '每分钟插眼数', '每分钟排眼数')
['11', 'Morning', 'JT', '上单', '6', '3.2', '78.0%', '1.3', '4', '2.0', '5', '5.2', '8', '351', '7.85', '323', '27.8%', '687', '34.6%', '0.44', '0.19']
['12', 'Jay', 'JT', '辅助', '1', '1.5', '100.0%', '1.0', '1', '2.0', '2', '2.0', '2', '233', '0.92', '434', '27.2%', '245', '10.2%', '1.23', '0.41']
['13', 'Achie', 'JT', '打野', '6', '4.9', '118.0%', '1.8', '5', '2.0', '4', '8.0', '15', '323', '4.42', '252', '21.8%', '784', '39.5%', '1.18', '0.47']
['14', 'FoFo', 'JT', '中单', '6', '9.5', '114.0%', '4.8', '10', '1.0', '3', '4.7', '8', '397', '8.23', '492', '42.4%', '425', '21.4%', '0.51', '0.14']
['15', 'Breaker', 'JT', 'ADC', '1', '0.6', '100.0%', '1.0', '1', '5.0', '5', '2.0', '2', '303', '6.81', '249', '15.6%', '415', '17.3%', '0.38', '0.14']
['16', 'Edward', 'VEG', '辅助', '2', '1.3', '50.0%', '0.0', '0', '3.5', '4', '4.5', '5', '239', '1.58', '150', '7.1%', '511', '18.9%', '1.41', '0.62']
['17', 'NoNholy', 'VEG', '上单', '2', '5.0', '83.3%', '3.5', '4', '1.5', '2', '4.0', '6', '353', '7.62', '537', '25.3%', '728', '27.0%', '0.50', '0.15']
['18', 'Zanzarah', 'VEG', '打野', '2', '6.0', '66.7%', '1.0', '2', '1.0', '1', '5.0', '5', '305', '3.87', '249', '11.7%', '764', '28.3%', '0.70', '0.34']
['19', 'Drobovik123', 'VEG', '中单', '2', '1.2', '61.1%', '2.5', '3', '4.5', '6', '3.0', '4', '360', '8.68', '508', '23.9%', '434', '16.1%', '0.37', '0.16']
316
['1', 'Rekkles', 'EU LCS', 'ADC', '3', '2.8', '67.4%', '4.7', '9', '3.7', '5', '5.7', '7', '416', '9.04', '585', '23.7%', '507', '16.3%', '0.28', '0.24']
['2', 'SoaZ', 'EU LCS', '上单', '3', '1.7', '43.5%', '3.0', '5', '4.0', '5', '3.7', '6', '380', '8.33', '559', '22.6%', '755', '24.3%', '0.38', '0.03']
['3', 'xPeke', 'EU LCS', '中单', '3', '1.5', '45.7%', '4.0', '6', '4.7', '6', '3.0', '4', '372', '7.54', '542', '22.0%', '603', '19.4%', '0.42', '0.19']
['4', 'Jankos', 'EU LCS', '打野', '3', '3.9', '67.4%', '2.3', '4', '2.7', '5', '8.0', '10', '333', '3.91', '375', '15.2%', '880', '28.3%', '0.77', '0.28']
['5', 'Mithy', 'EU LCS', '辅助', '3', '2.6', '67.4%', '1.3', '2', '4.0', '7', '9.0', '15', '280', '0.74', '406', '16.4%', '362', '11.7%', '1.05', '0.28']
['6', 'QTV', 'IWC', '上单', '3', '1.3', '51.9%', '1.7', '3', '3.7', '4', '3.0', '4', '305', '5.86', '210', '15.8%', '695', '23.1%', '0.40', '0.11']
['7', 'Levi', 'IWC', '打野', '3', '1.5', '59.3%', '1.7', '2', '3.7', '5', '3.7', '5', '329', '6.05', '301', '22.7%', '852', '28.3%', '0.61', '0.18']
['8', 'Optimus', 'IWC', '中单', '3', '1.1', '48.1%', '2.7', '4', '4.0', '6', '1.7', '3', '393', '9.35', '450', '33.9%', '501', '16.7%', '0.64', '0.15']
['9', 'Celebrity', 'IWC', 'ADC', '3', '0.7', '40.7%', '2.7', '3', '5.0', '7', '1.0', '2', '335', '7.51', '212', '16.0%', '396', '13.2%', '0.43', '0.13']
['10', 'RonOP', 'IWC', '辅助', '3', '1.5', '55.6%', '0.3', '1', '3.3', '4', '4.7', '6', '223', '0.97', '154', '11.6%', '565', '18.8%', '1.28', '0.28']
['11', 'Faker', 'LCK', '中单', '3', '4.1', '55.9%', '5.7', '6', '2.7', '5', '5.3', '6', '436', '8.54', '720', '29.8%', '611', '20.2%', '0.50', '0.18']
['12', 'bengi', 'LCK', '打野', '3', '4.0', '61.0%', '4.7', '7', '3.0', '5', '7.3', '10', '381', '5.27', '382', '15.8%', '976', '32.3%', '0.35', '0.37']
['13', 'MadLife', 'LCK', '辅助', '3', '2.8', '55.9%', '0.7', '2', '4.0', '6', '10.3', '13', '279', '1.17', '155', '6.4%', '509', '16.8%', '1.23', '0.33']
['14', 'Smeb', 'LCK', '上单', '3', '4.4', '52.5%', '3.3', '5', '2.3', '4', '7.0', '8', '417', '9.21', '588', '24.3%', '518', '17.1%', '0.51', '0.57']
['15', 'PraY', 'LCK', 'ADC', '3', '2.8', '57.6%', '5.3', '7', '4.0', '6', '6.0', '11', '418', '8.18', '568', '23.5%', '409', '13.5%', '0.44', '0.40']
['16', 'Albis', 'LMS', '辅助', '4', '11.6', '69.0%', '0.5', '2', '1.2', '3', '14.0', '19', '276', '0.60', '221', '8.8%', '422', '17.2%', '1.23', '0.40']
['17', 'Maple', 'LMS', '中单', '4', '8.6', '71.4%', '6.8', '9', '1.8', '3', '8.2', '11', '445', '8.20', '738', '29.2%', '466', '18.9%', '0.57', '0.09']
['18', 'Karsa', 'LMS', '打野', '4', '8.0', '66.7%', '7.2', '9', '1.8', '2', '6.8', '11', '409', '5.82', '529', '21.0%', '659', '26.8%', '0.58', '0.39']
['19', 'Bebe', 'LMS', 'ADC', '4', '4.7', '56.0%', '3.8', '6', '2.5', '4', '8.0', '11', '407', '8.10', '631', '25.0%', '364', '14.8%', '0.31', '0.21']
['20', 'Ziv', 'LMS', '上单', '4', '4.5', '42.9%', '2.8', '6', '2.0', '5', '6.2', '9', '390', '8.01', '406', '16.1%', '548', '22.3%', '0.51', '0.10']
['21', 'Aphromoo', 'NA LCS', '辅助', '4', '1.5', '53.7%', '0.0', '0', '4.8', '7', '7.2', '12', '243', '0.47', '93', '4.9%', '440', '12.7%', '1.16', '0.26']
['22', 'Bjergsen', 'NA LCS', '中单', '4', '2.2', '68.5%', '2.8', '5', '4.2', '7', '6.5', '11', '386', '8.61', '501', '26.4%', '541', '15.6%', '0.47', '0.17']
['23', 'Doublelift', 'NA LCS', 'ADC', '4', '4.9', '72.2%', '5.8', '13', '2.0', '3', '4.0', '5', '418', '8.87', '533', '28.2%', '419', '12.1%', '0.37', '0.26']
['24', 'Reignover', 'NA LCS', '打野', '4', '2.4', '53.7%', '2.2', '5', '3.0', '5', '5.0', '6', '348', '5.85', '361', '19.1%', '1321', '38.2%', '0.39', '0.35']
['25', 'Impact', 'NA LCS', '上单', '4', '4.7', '61.1%', '2.8', '3', '1.8', '2', '5.5', '9', '369', '7.85', '406', '21.4%', '740', '21.4%', '0.49', '0.13']
['26', 'Clearlove', 'LPL', '打野', '3', '2.8', '77.5%', '4.0', '7', '3.7', '4', '6.3', '9', '342', '4.54', '371', '17.1%', '671', '25.6%', '0.42', '0.16']
['27', 'GodV', 'LPL', '中单', '3', '2.4', '60.0%', '4.0', '6', '3.3', '5', '4.0', '8', '386', '8.07', '620', '28.6%', '391', '14.9%', '0.52', '0.21']
['28', 'Mouse', 'LPL', '上单', '3', '1.9', '47.5%', '2.7', '5', '3.3', '4', '3.7', '5', '373', '8.07', '404', '18.6%', '804', '30.6%', '0.50', '0.11']
['29', 'Mata', 'LPL', '辅助', '3', '2.4', '60.0%', '1.3', '3', '3.3', '4', '6.7', '10', '263', '1.01', '234', '10.8%', '418', '15.9%', '1.41', '0.63']
['30', 'Uzi', 'LPL', 'ADC', '3', '4.4', '55.0%', '1.3', '2', '1.7', '2', '6.0', '10', '387', '8.97', '538', '24.8%', '338', '12.9%', '0.41', '0.30']
['31', 'xPeke', 'xPeke', '中单', '9', '1.0', '100.0%', '0.4', '1', '0.4', '1', '0.0', '0', '408', '7.86', '391', '100.0%', '390', '100.0%', '0.00', '0.00']
['32', 'Aphromoo', 'aphromoo', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '431', '3.88', '369', '100.0%', '536', '100.0%', '0.00', '0.00']
['33', 'Doublelift', 'Doublelift', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '436', '8.90', '352', '100.0%', '552', '100.0%', '0.00', '0.00']
['34', 'Faker', 'Faker', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '456', '3.03', '263', '100.0%', '515', '100.0%', '0.00', '0.00']
['35', 'Uzi', 'Uzi', '中单', '8', '5.0', '100.0%', '0.6', '1', '0.0', '0', '0.0', '0', '399', '8.67', '437', '100.0%', '534', '100.0%', '0.00', '0.00']
['36', 'Maple', 'Maple', '中单', '7', '5.0', '100.0%', '0.7', '1', '0.1', '1', '0.0', '0', '392', '7.85', '510', '100.0%', '457', '100.0%', '0.00', '0.00']
['37', 'GodV', 'We1less', '中单', '2', '1.0', '100.0%', '0.5', '1', '0.0', '0', '0.0', '0', '385', '7.64', '388', '100.0%', '426', '100.0%', '0.00', '0.00']
['38', 'MadLife', 'MadLife', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '379', '8.20', '494', '100.0%', '656', '100.0%', '0.00', '0.00']
['39', 'PraY', 'Pray', '中单', '2', '1.0', '100.0%', '0.5', '1', '0.5', '1', '0.0', '0', '472', '4.88', '365', '100.0%', '487', '100.0%', '0.00', '0.00']
['40', 'Smeb', 'Smeb', '中单', '5', '1.5', '100.0%', '0.6', '1', '0.4', '1', '0.0', '0', '399', '6.75', '383', '100.0%', '485', '100.0%', '0.00', '0.00']
['41', 'Bjergsen', 'Bjergsen', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '386', '5.82', '332', '100.0%', '446', '100.0%', '0.00', '0.00']
['42', 'Bebe', 'BeBe', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '384', '8.22', '459', '100.0%', '636', '100.0%', '0.00', '0.00']
['43', 'bengi', 'Bengi', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '361', '7.20', '227', '100.0%', '662', '100.0%', '0.00', '0.00']
['44', 'Mouse', 'Mouse', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '425', '8.22', '511', '100.0%', '659', '100.0%', '0.00', '0.00']
['45', 'Impact', 'Impact', '中单', '3', '2.0', '100.0%', '0.7', '1', '0.3', '1', '0.0', '0', '402', '5.85', '482', '100.0%', '516', '100.0%', '0.00', '0.00']
['46', 'Clearlove', 'ClearLove', '中单', '2', '1.0', '100.0%', '0.5', '1', '0.5', '1', '0.0', '0', '377', '5.78', '292', '100.0%', '497', '100.0%', '0.00', '0.00']
['47', 'Mata', 'Mata', '中单', '4', '3.0', '100.0%', '0.8', '1', '0.2', '1', '0.0', '0', '449', '3.15', '383', '100.0%', '406', '100.0%', '0.00', '0.00']
['48', 'RonOP', 'RonOP', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '375', '7.80', '283', '100.0%', '635', '100.0%', '0.00', '0.00']
['49', 'Celebrity', 'Celebrity', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '510', '1.89', '333', '100.0%', '624', '100.0%', '0.00', '0.00']
['50', 'Optimus', 'Optimus', '中单', '2', '1.0', '100.0%', '0.5', '1', '0.5', '1', '0.0', '0', '423', '7.51', '438', '100.0%', '606', '100.0%', '0.00', '0.00']
['51', 'QTV', 'QTV', '中单', '3', '0.5', '100.0%', '0.3', '1', '0.7', '1', '0.0', '0', '398', '8.21', '317', '100.0%', '506', '100.0%', '0.00', '0.00']
['52', 'Levi', 'Levi', '中单', '3', '1.0', '100.0%', '0.3', '1', '0.0', '0', '0.0', '0', '385', '8.21', '370', '100.0%', '489', '100.0%', '0.00', '0.00']
['53', 'Mithy', 'mithy', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '407', '7.74', '290', '100.0%', '437', '100.0%', '0.00', '0.00']
['54', 'Jankos', 'Jankos', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '367', '1.89', '309', '100.0%', '540', '100.0%', '0.00', '0.00']
['55', 'Reignover', 'Reignover', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '371', '5.68', '202', '100.0%', '657', '100.0%', '0.00', '0.00']
['56', 'Rekkles', 'Rekkles', '中单', '3', '0.5', '100.0%', '0.3', '1', '0.7', '1', '0.0', '0', '424', '7.83', '408', '100.0%', '445', '100.0%', '0.00', '0.00']
['57', 'SoaZ', 'sOAZ', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '459', '3.87', '325', '100.0%', '548', '100.0%', '0.00', '0.00']
['58', 'Karsa', 'Karsa', '中单', '4', '3.0', '100.0%', '0.8', '1', '0.2', '1', '0.0', '0', '507', '3.76', '446', '100.0%', '543', '100.0%', '0.00', '0.00']
['59', 'Ziv', 'Ziv', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '443', '7.06', '355', '100.0%', '504', '100.0%', '0.00', '0.00']
['60', 'Albis', 'Albis', '中单', '1', '0.0', '0.0%', '0.0', '0', '1.0', '1', '0.0', '0', '459', '6.19', '534', '100.0%', '637', '100.0%', '0.00', '0.00']
['61', 'Aphromoo', 'FIRE', '辅助', '1', '0.6', '19.2%', '2.0', '2', '9.0', '9', '3.0', '3', '327', '5.21', '606', '23.7%', '769', '19.4%', '0.37', '0.11']
['62', 'bengi', 'FIRE', '打野', '1', '4.7', '77.8%', '9.0', '9', '9.0', '9', '33.0', '33', '570', '0.85', '800', '12.9%', '1997', '30.8%', '0.00', '0.00']
['63', 'MadLife', 'FIRE', '打野', '1', '1.9', '50.0%', '7.0', '7', '7.0', '7', '6.0', '6', '363', '3.30', '431', '16.9%', '608', '15.3%', '0.45', '0.07']
['64', 'Smeb', 'FIRE', '上单', '1', '3.9', '64.8%', '4.0', '4', '9.0', '9', '31.0', '31', '535', '2.36', '896', '14.4%', '1430', '22.0%', '0.00', '0.00']
['65', 'PraY', 'FIRE', '中单', '1', '1.2', '57.7%', '10.0', '10', '12.0', '12', '5.0', '5', '427', '5.32', '658', '25.7%', '916', '23.1%', '0.52', '0.22']
['66', 'Doublelift', 'FIRE', 'ADC', '1', '1.3', '46.2%', '4.0', '4', '9.0', '9', '8.0', '8', '388', '4.83', '468', '18.3%', '845', '21.3%', '0.22', '0.26']
['67', 'Reignover', 'FIRE', '中单', '1', '3.5', '64.8%', '5.0', '5', '10.0', '10', '30.0', '30', '514', '0.71', '822', '13.2%', '1159', '17.9%', '0.00', '0.00']
['68', 'Levi', 'FIRE', 'ADC', '1', '4.4', '81.5%', '23.0', '23', '10.0', '10', '21.0', '21', '706', '4.15', '2310', '37.2%', '1123', '17.3%', '0.00', '0.00']
['69', 'Celebrity', 'FIRE', '上单', '1', '0.7', '30.8%', '3.0', '3', '11.0', '11', '5.0', '5', '379', '6.18', '392', '15.3%', '830', '20.9%', '0.34', '0.04']
['70', 'RonOP', 'FIRE', '辅助', '1', '4.6', '59.3%', '13.0', '13', '7.0', '7', '19.0', '19', '576', '2.05', '1380', '22.2%', '784', '12.1%', '0.00', '0.00']
['71', 'Rekkles', 'ICE', '打野', '1', '14.5', '60.4%', '16.0', '16', '2.0', '2', '13.0', '13', '598', '5.58', '713', '21.1%', '867', '24.3%', '0.41', '0.11']
['72', 'SoaZ', 'ICE', '上单', '1', '3.9', '68.9%', '7.0', '7', '8.0', '8', '24.0', '24', '626', '1.65', '1775', '32.3%', '1073', '15.1%', '0.00', '0.00']
['73', 'xPeke', 'ICE', '中单', '1', '2.9', '41.7%', '7.0', '7', '7.0', '7', '13.0', '13', '435', '5.06', '886', '26.2%', '708', '19.8%', '0.26', '0.26']
['74', 'Albis', 'ICE', 'ADC', '1', '2.1', '55.6%', '14.0', '14', '12.0', '12', '11.0', '11', '571', '1.61', '1053', '19.1%', '1226', '17.3%', '0.00', '0.00']
['75', 'Bebe', 'ICE', '上单', '1', '2.8', '22.9%', '4.0', '4', '4.0', '4', '7.0', '7', '423', '6.78', '331', '9.8%', '461', '12.9%', '0.30', '0.15']
['76', 'GodV', 'ICE', '中单', '1', '1.8', '66.7%', '15.0', '15', '17.0', '17', '15.0', '15', '638', '3.52', '1308', '23.8%', '1746', '24.6%', '0.00', '0.00']
['77', 'Mata', 'ICE', '辅助', '2', '2.6', '52.7%', '7.0', '10', '9.5', '12', '17.5', '24', '487', '2.91', '647', '14.9%', '1259', '24.3%', '0.22', '0.08']
['78', 'Uzi', 'ICE', 'ADC', '1', '3.3', '41.7%', '11.0', '11', '6.0', '6', '9.0', '9', '489', '6.37', '812', '24.0%', '726', '20.3%', '0.41', '0.07']
311
['1', 'Vizicsacsi', 'UOL', '上单', '10', '2.8', '62.3%', '3.1', '6', '3.7', '7', '7.3', '12', '401', '8.29', '640', '26.7%', '709', '22.3%', '0.53', '0.14']
['2', 'Hylissang', 'UOL', '辅助', '10', '2.6', '55.1%', '1.1', '4', '3.6', '7', '8.1', '17', '272', '0.83', '232', '9.7%', '526', '16.5%', '1.09', '0.32']
['3', 'Move', 'UOL', '打野', '10', '3.6', '55.7%', '1.8', '5', '2.6', '7', '7.5', '15', '341', '3.72', '275', '11.5%', '1026', '32.2%', '0.72', '0.45']
['4', 'Exileh', 'UOL', '中单', '10', '4.2', '67.7%', '6.4', '10', '2.7', '7', '4.9', '9', '432', '8.77', '622', '25.9%', '497', '15.6%', '0.41', '0.13']
['5', 'Veritas', 'UOL', 'ADC', '10', '5.5', '65.9%', '4.3', '11', '2.0', '7', '6.7', '12', '417', '8.45', '630', '26.2%', '425', '13.4%', '0.33', '0.11']
['6', 'SwordArt', 'FW', '辅助', '7', '3.7', '65.7%', '0.6', '2', '2.6', '4', '9.0', '14', '265', '0.85', '204', '9.4%', '436', '15.6%', '1.33', '0.25']
['7', 'Maple', 'FW', '中单', '7', '4.1', '71.6%', '4.4', '7', '2.6', '5', '6.0', '11', '397', '8.39', '661', '30.6%', '387', '13.9%', '0.54', '0.16']
['8', 'Karsa', 'FW', '打野', '7', '4.7', '69.6%', '4.4', '10', '2.1', '3', '5.7', '9', '385', '4.87', '438', '20.3%', '849', '30.5%', '0.89', '0.48']
['9', 'MMD', 'FW', '上单', '7', '2.8', '53.9%', '2.9', '6', '2.9', '4', '5.0', '10', '367', '7.47', '424', '19.6%', '723', '25.9%', '0.46', '0.14']
['10', 'Betty', 'FW', 'ADC', '7', '3.3', '57.8%', '2.3', '7', '2.6', '5', '6.1', '11', '384', '7.94', '437', '20.2%', '393', '14.1%', '0.31', '0.22']
['11', 'Hauntzer', 'TSM', '上单', '3', '2.7', '50.0%', '5.0', '6', '4.0', '5', '5.7', '7', '407', '7.92', '540', '21.8%', '999', '26.5%', '0.48', '0.14']
['12', 'Svenskeren', 'TSM', '打野', '3', '3.6', '67.2%', '5.3', '8', '4.0', '6', '9.0', '11', '372', '3.88', '360', '14.5%', '1048', '27.8%', '0.79', '0.27']
['13', 'WildTurtle', 'TSM', 'ADC', '3', '2.7', '59.4%', '5.7', '10', '4.7', '6', '7.0', '10', '385', '6.76', '666', '26.8%', '572', '15.2%', '0.42', '0.15']
['14', 'Bjergsen', 'TSM', '中单', '3', '3.5', '60.9%', '4.0', '4', '3.7', '5', '9.0', '10', '404', '8.59', '596', '24.0%', '652', '17.3%', '0.41', '0.11']
['15', 'Biofrost', 'TSM', '辅助', '3', '2.5', '46.9%', '1.3', '4', '4.0', '7', '8.7', '11', '278', '1.13', '319', '12.8%', '496', '13.2%', '1.13', '0.34']
['16', 'Swip3rR', 'CHF', '上单', '2', '1.1', '34.6%', '0.5', '1', '4.0', '5', '4.0', '5', '333', '7.19', '348', '16.0%', '756', '22.8%', '0.55', '0.13']
['17', 'Spookz', 'CHF', '打野', '2', '1.5', '76.9%', '3.5', '4', '6.5', '7', '6.5', '8', '337', '3.69', '491', '22.6%', '983', '29.6%', '0.87', '0.28']
['18', 'Swiffer', 'CHF', '中单', '2', '2.0', '76.9%', '6.5', '7', '5.0', '6', '3.5', '5', '407', '8.55', '620', '28.6%', '507', '15.3%', '0.41', '0.16']
['19', 'EGym', 'CHF', '辅助', '2', '1.0', '38.5%', '1.5', '2', '5.0', '8', '3.5', '4', '256', '1.20', '123', '5.7%', '590', '17.8%', '1.46', '0.41']
['20', 'Raes', 'CHF', 'ADC', '2', '0.7', '30.8%', '1.0', '1', '5.5', '6', '3.0', '5', '334', '7.16', '589', '27.1%', '481', '14.5%', '0.24', '0.11']
['21', 'Expession', 'KZ', '上单', '4', '3.8', '67.6%', '4.8', '7', '3.0', '5', '6.8', '11', '388', '7.87', '497', '23.2%', '742', '26.3%', '0.48', '0.14']
['22', 'Chaser', 'KZ', '打野', '3', '7.7', '75.4%', '4.3', '6', '2.0', '3', '11.0', '17', '377', '4.03', '378', '16.2%', '961', '33.3%', '0.80', '0.43']
['23', 'Frozen', 'KZ', '中单', '4', '2.6', '61.8%', '4.2', '7', '4.0', '5', '6.2', '10', '409', '8.47', '574', '26.7%', '445', '15.8%', '0.53', '0.14']
['24', 'Pure', 'KZ', '辅助', '4', '5.6', '73.5%', '1.0', '2', '2.2', '3', '11.5', '19', '279', '1.12', '166', '7.8%', '369', '13.1%', '1.31', '0.40']
['25', 'Crash', 'KZ', '打野', '1', '3.0', '85.7%', '1.0', '1', '2.0', '2', '5.0', '5', '346', '5.41', '275', '19.1%', '660', '25.5%', '0.82', '0.69']
['26', 'Fury', 'KZ', 'ADC', '4', '4.7', '69.1%', '3.5', '6', '2.5', '4', '8.2', '13', '388', '7.45', '553', '25.8%', '368', '13.0%', '0.42', '0.20']
['27', 'Yang', 'ITZ', '上单', '2', '0.6', '71.4%', '0.5', '1', '4.5', '6', '2.0', '2', '334', '7.56', '523', '33.3%', '552', '21.1%', '0.45', '0.16']
['28', 'Revolta', 'ITZ', '打野', '2', '1.5', '85.7%', '2.0', '2', '2.0', '3', '1.0', '1', '296', '4.06', '349', '22.2%', '865', '33.0%', '0.51', '0.37']
['29', 'tockers', 'ITZ', '中单', '2', '0.3', '28.6%', '1.0', '1', '3.5', '5', '0.0', '0', '322', '8.36', '320', '20.4%', '466', '17.8%', '0.51', '0.14']
['30', 'micaO', 'ITZ', 'ADC', '2', '0.0', '0.0%', '0.0', '0', '4.0', '5', '0.0', '0', '285', '6.82', '239', '15.2%', '356', '13.6%', '0.35', '0.00']
298
['1', 'KIDKID', 'IG', '打野', '7', '7.8', '56.4%', '3.7', '6', '1.7', '4', '9.6', '15', '371', '3.83', '358', '13.4%', '884', '27.2%', '0.77', '0.46']
['2', 'Zz1tai', 'IG', '上单', '7', '3.8', '50.3%', '5.6', '8', '3.1', '6', '6.3', '11', '410', '7.63', '567', '21.3%', '784', '24.2%', '0.21', '0.23']
['3', 'Rookie', 'IG', '中单', '7', '5.6', '70.9%', '10.3', '16', '3.0', '6', '6.4', '9', '457', '8.31', '943', '35.3%', '493', '15.2%', '0.55', '0.14']
['4', 'Baolan', 'IG', '辅助', '7', '6.5', '66.7%', '1.0', '4', '2.4', '8', '14.7', '22', '303', '1.53', '237', '8.9%', '607', '18.7%', '1.52', '0.48']
['5', 'Jackeylove', 'IG', 'ADC', '7', '3.6', '53.9%', '3.0', '10', '3.6', '5', '9.7', '13', '415', '8.08', '563', '21.1%', '477', '14.7%', '0.34', '0.22']
['6', 'Pyl', 'LGD', '辅助', '9', '2.8', '63.9%', '0.8', '2', '3.3', '7', '8.7', '19', '261', '0.68', '168', '7.5%', '465', '15.4%', '1.44', '0.31']
['7', 'imp', 'LGD', 'ADC', '9', '3.0', '57.9%', '3.9', '8', '2.9', '7', '4.7', '8', '440', '9.62', '677', '30.3%', '476', '15.8%', '0.40', '0.21']
['8', 'GodV', 'LGD', '中单', '9', '2.1', '62.4%', '4.3', '8', '4.3', '8', '4.9', '10', '394', '8.25', '675', '30.2%', '470', '15.6%', '0.37', '0.22']
['9', 'MaRin', 'LGD', '上单', '9', '1.6', '46.6%', '2.2', '6', '4.2', '7', '4.7', '8', '369', '7.70', '423', '18.9%', '748', '24.8%', '0.51', '0.09']
['10', '', 'LGD', '打野', '9', '3.1', '57.9%', '3.6', '6', '2.8', '5', '5.0', '14', '347', '3.85', '291', '13.0%', '859', '28.5%', '0.98', '0.46']
['11', 'Flandre', 'SS', '上单', '8', '2.3', '53.4%', '2.4', '5', '3.0', '6', '4.5', '9', '380', '7.80', '485', '24.9%', '647', '23.0%', '0.47', '0.15']
['12', 'Martin', 'SS', 'ADC', '8', '2.8', '62.1%', '3.1', '10', '2.9', '7', '4.9', '8', '375', '7.51', '465', '23.9%', '384', '13.7%', '0.39', '0.15']
['13', 'TANK', 'SS', '中单', '8', '4.1', '67.0%', '3.4', '7', '2.1', '5', '5.2', '11', '397', '8.87', '539', '27.7%', '429', '15.3%', '0.52', '0.15']
['14', 'jieZou', 'SS', '辅助', '8', '2.7', '58.3%', '1.2', '3', '2.8', '4', '6.2', '14', '258', '1.05', '138', '7.1%', '492', '17.5%', '1.48', '0.45']
['15', 'Sofm', 'SS', '打野', '8', '2.8', '66.0%', '2.8', '6', '3.0', '6', '5.8', '13', '373', '4.83', '319', '16.4%', '858', '30.5%', '1.16', '0.61']
['16', 'xiaohu', 'RNG', '中单', '6', '2.2', '48.6%', '2.5', '5', '2.7', '5', '3.5', '7', '380', '8.72', '444', '21.5%', '517', '16.1%', '0.55', '0.24']
['17', 'mlxg', 'RNG', '打野', '6', '1.7', '54.1%', '2.0', '4', '3.8', '7', '4.7', '9', '335', '3.85', '293', '14.2%', '905', '28.2%', '0.80', '0.41']
['18', 'Mata', 'RNG', '辅助', '6', '2.0', '66.2%', '0.5', '1', '4.2', '7', '7.7', '18', '256', '0.62', '243', '11.8%', '481', '15.0%', '1.42', '0.37']
['19', 'Uzi', 'RNG', 'ADC', '6', '2.1', '60.8%', '4.0', '10', '3.5', '7', '3.5', '10', '438', '10.24', '657', '31.8%', '487', '15.2%', '0.43', '0.35']
303
['1', 'Faker', 'SKT', '中单', '6', '5.3', '58.2%', '3.8', '6', '1.7', '3', '5.0', '8', '426', '9.41', '632', '27.4%', '628', '18.6%', '0.53', '0.13']
['2', 'bengi', 'SKT', '打野', '3', '5.1', '87.8%', '3.7', '6', '2.3', '3', '8.3', '10', '361', '3.93', '417', '17.7%', '1047', '28.4%', '0.69', '0.43']
['3', 'Bang', 'SKT', 'ADC', '6', '3.6', '63.7%', '2.3', '4', '2.7', '7', '7.3', '10', '397', '8.70', '595', '25.8%', '439', '13.0%', '0.43', '0.13']
['4', 'Wolf', 'SKT', '辅助', '6', '4.3', '71.4%', '0.2', '1', '2.5', '4', '10.7', '18', '263', '1.04', '156', '6.8%', '480', '14.2%', '1.20', '0.62']
['5', 'Profit', 'SKT', '上单', '5', '4.6', '69.6%', '5.6', '12', '2.4', '4', '5.4', '8', '436', '8.50', '550', '23.3%', '741', '22.7%', '0.55', '0.11']
['6', 'Duke', 'SKT', '上单', '1', '3.0', '75.0%', '2.0', '2', '3.0', '3', '7.0', '7', '360', '8.19', '362', '17.3%', '922', '23.8%', '0.39', '0.12']
['7', 'Blank', 'SKT', '打野', '3', '6.3', '76.0%', '4.0', '6', '2.0', '4', '8.7', '11', '362', '3.81', '397', '17.8%', '1073', '35.8%', '0.78', '0.39']
['8', 'Edge', 'KDM', '中单', '11', '2.9', '58.2%', '4.0', '8', '3.0', '7', '4.7', '14', '410', '9.06', '646', '28.3%', '452', '13.7%', '0.38', '0.14']
