名次,战队,KDA,场均击杀,场均死亡,每分钟伤害,一血率,场均时长,场均经济,每分钟经济,每分钟补刀,场均小龙,小龙控制率,场均大龙,大龙控制率,每分钟插眼,每分钟排眼,排眼效率,场均推塔数,场均被推塔数,year,Season
8, Dignitas, 3.5, 12.7, 12.2, 1852, 42.6%, 38:46, 68028, 1754, 30.58, 2.1, 51.3%, 0.8, 50.0%, 3.29, 1.33, 37.3%, 6.1, 6.9, 2017, 2017LCS北美春季赛
9, NV, 2.8, 12.5, 13.8, 2007, 53.3%, 38:38, 69284, 1793, 32.47, 1.7, 44.6%, 0.7, 39.7%, 3.38, 1.40, 39.6%, 5.4, 7.4, 2017, 2017LCS北美春季赛
1, 7h, 2.9, 11.9, 13.5, 0, 0.0%, 39:26, 71640, 1734, 30.75, 1.8, 50.8%, 0.6, 40.0%, 0.00, 0.00, 0.0%, 5.1, 7.5, 2017, 2017LJL春季赛
2, DFM, 5.8, 19.2, 11.2, 0, 0.0%, 40:16, 75390, 1861, 28.88, 2.2, 77.8%, 0.8, 73.3%, 0.00, 0.00, 0.0%, 9.2, 2.8, 2017, 2017LJL春季赛
3, PGM, 6.3, 17.0, 9.3, 0, 0.0%, 35:15, 67430, 1834, 30.37, 1.7, 59.1%, 0.4, 50.0%, 0.00, 0.00, 0.0%, 7.9, 3.9, 2017, 2017LJL春季赛
4, RJ, 1.9, 9.7, 15.0, 0, 0.0%, 36:11, 59464, 1661, 28.92, 0.9, 28.8%, 0.8, 57.1%, 0.00, 0.00, 0.0%, 3.9, 8.2, 2017, 2017LJL春季赛
5, SCARZ, 1.7, 11.2, 19.9, 0, 0.0%, 34:3, 57107, 1627, 28.20, 0.9, 31.1%, 0.2, 21.4%, 0.00, 0.00, 0.0%, 3.0, 7.9, 2017, 2017LJL春季赛
1, FG, 4.2, 16.1, 12.6, 2115, 63.0%, 37:48, 69602, 1840, 30.89, 2.6, 62.3%, 0.9, 62.5%, 3.77, 1.21, 34.5%, 7.7, 5.8, 2017, 2017CLS南拉丁美洲春季赛
2, HAF, 2.8, 13.0, 14.4, 1907, 45.0%, 34:56, 60654, 1735, 29.58, 1.8, 46.7%, 0.7, 45.2%, 3.33, 1.03, 29.4%, 5.5, 7.7, 2017, 2017CLS南拉丁美洲春季赛
3, ISG, 3.8, 17.5, 14.2, 2243, 55.0%, 34:34, 65644, 1898, 30.43, 1.8, 48.6%, 0.8, 58.6%, 3.46, 1.12, 33.1%, 8.7, 4.8, 2017, 2017CLS南拉丁美洲春季赛
4, LK, 3.0, 16.0, 16.3, 2116, 39.1%, 35:2, 64096, 1829, 30.34, 2.0, 58.0%, 0.7, 50.0%, 3.29, 1.07, 30.4%, 6.9, 5.7, 2017, 2017CLS南拉丁美洲春季赛
5, RBT, 2.9, 14.4, 15.8, 1986, 58.3%, 35:8, 61986, 1763, 29.64, 1.8, 48.9%, 0.6, 42.9%, 3.29, 1.22, 34.5%, 5.6, 7.0, 2017, 2017CLS南拉丁美洲春季赛
1, FNC, 4.1, 12.9, 10.2, 1923, 60.9%, 36:46, 66113, 1797, 31.62, 1.7, 47.2%, 0.7, 42.7%, 3.63, 1.23, 35.1%, 6.8, 6.5, 2017, 2017LCS欧洲春季赛
2, GIA, 2.0, 9.3, 14.9, 1703, 53.3%, 35:49, 59739, 1667, 30.63, 1.3, 38.2%, 0.4, 31.7%, 3.69, 1.30, 36.2%, 4.2, 8.3, 2017, 2017LCS欧洲春季赛
3, ROC, 2.8, 11.5, 13.4, 1977, 51.6%, 39:34, 69407, 1753, 31.49, 1.8, 47.1%, 0.7, 40.0%, 3.84, 1.36, 37.0%, 6.6, 7.0, 2017, 2017LCS欧洲春季赛
4, H2K, 4.1, 16.1, 12.3, 2143, 60.6%, 35:47, 66183, 1849, 31.00, 2.4, 70.5%, 0.9, 60.4%, 3.58, 1.33, 38.2%, 7.5, 5.0, 2017, 2017LCS欧洲春季赛
5, UOL, 3.8, 15.8, 13.4, 2012, 41.0%, 36:3, 66996, 1857, 30.96, 1.6, 57.1%, 1.2, 72.6%, 3.10, 1.21, 34.7%, 7.9, 4.5, 2017, 2017LCS欧洲春季赛
6, Origen, 1.4, 8.2, 17.9, 1801, 28.6%, 36:47, 60519, 1645, 30.47, 1.4, 43.0%, 0.6, 46.2%, 3.57, 1.36, 37.6%, 2.8, 9.3, 2017, 2017LCS欧洲春季赛
7, G2, 4.4, 13.8, 10.2, 2095, 46.2%, 38:5, 71928, 1888, 33.19, 2.4, 62.6%, 1.2, 72.3%, 3.65, 1.41, 39.9%, 8.5, 4.6, 2017, 2017LCS欧洲春季赛
8, VIT, 2.5, 10.9, 13.3, 1784, 63.3%, 35:57, 61629, 1713, 30.58, 0.9, 27.8%, 0.5, 35.6%, 3.81, 1.20, 33.8%, 5.4, 7.7, 2017, 2017LCS欧洲春季赛
9, SPY, 3.0, 12.3, 13.3, 1982, 40.0%, 34:49, 62669, 1799, 31.97, 1.2, 37.6%, 0.5, 42.2%, 3.45, 1.36, 37.8%, 6.3, 5.9, 2017, 2017LCS欧洲春季赛
1, OMG, 3.2, 14.8, 15.1, 2008, 49.0%, 38:19, 69318, 1808, 35.57, 2.4, 57.4%, 0.8, 47.6%, 3.67, 1.42, 37.1%, 6.3, 6.2, 2017, 2017LPL春季赛
2, EDG, 4.1, 14.6, 11.9, 2065, 59.6%, 36:10, 66305, 1833, 35.18, 2.3, 63.4%, 0.9, 63.2%, 3.90, 1.47, 39.8%, 7.6, 4.9, 2017, 2017LPL春季赛
3, IG, 4.0, 15.9, 13.1, 2115, 61.9%, 38:0, 68965, 1814, 36.10, 2.1, 55.6%, 0.7, 45.2%, 3.58, 1.49, 39.6%, 6.3, 6.0, 2017, 2017LPL春季赛
4, LGD, 2.3, 12.6, 16.6, 1925, 31.6%, 34:20, 60587, 1763, 35.94, 1.4, 38.5%, 0.6, 45.1%, 3.77, 1.47, 39.3%, 5.2, 6.8, 2017, 2017LPL春季赛
5, SS, 2.6, 11.2, 14.1, 1964, 47.4%, 36:54, 66866, 1796, 37.57, 1.7, 44.8%, 0.8, 49.2%, 3.98, 1.64, 42.7%, 5.8, 7.3, 2017, 2017LPL春季赛
6, VG, 2.5, 10.4, 13.3, 1818, 37.8%, 35:48, 62268, 1738, 37.00, 1.5, 42.2%, 0.5, 39.6%, 3.58, 1.54, 40.8%, 5.0, 6.9, 2017, 2017LPL春季赛
7, NB, 2.8, 12.1, 14.1, 1888, 50.0%, 37:13, 65231, 1752, 35.86, 1.6, 42.9%, 0.7, 42.7%, 3.58, 1.41, 37.6%, 5.4, 7.2, 2017, 2017LPL春季赛
8, RNG, 4.7, 13.7, 9.4, 1915, 63.0%, 34:38, 63670, 1834, 35.85, 1.9, 56.4%, 0.6, 50.9%, 3.82, 1.48, 40.0%, 7.3, 4.9, 2017, 2017LPL春季赛
9, WE, 5.0, 15.3, 10.4, 2047, 50.0%, 35:52, 66299, 1842, 35.09, 2.0, 58.3%, 1.0, 65.2%, 3.72, 1.39, 37.9%, 7.7, 4.6, 2017, 2017LPL春季赛
10, GT, 2.0, 11.6, 17.6, 1908, 39.5%, 37:18, 64037, 1699, 34.38, 1.4, 37.8%, 0.6, 41.4%, 3.67, 1.26, 34.0%, 4.8, 8.1, 2017, 2017LPL春季赛
11, IM, 3.4, 13.4, 13.8, 2143, 41.7%, 37:42, 67264, 1784, 35.57, 1.9, 48.7%, 0.7, 44.2%, 3.80, 1.67, 44.3%, 6.2, 6.4, 2017, 2017LPL春季赛
1, RYL, 3.5, 14.8, 13.3, 2012, 59.7%, 33:13, 60310, 1815, 35.72, 1.7, 49.1%, 0.6, 47.1%, 3.44, 1.34, 38.8%, 6.2, 5.6, 2017, 2017LSPL春季赛
2, SAT, 2.7, 13.6, 16.2, 2065, 53.6%, 33:53, 60091, 1773, 35.64, 1.7, 47.7%, 0.6, 42.7%, 3.16, 1.30, 37.1%, 5.3, 7.1, 2017, 2017LSPL春季赛
3, OMD, 3.1, 12.7, 14.4, 1989, 39.0%, 34:32, 60656, 1755, 34.08, 1.8, 49.5%, 0.7, 46.5%, 3.71, 1.26, 36.0%, 5.9, 6.4, 2017, 2017LSPL春季赛
4, YM, 4.5, 14.5, 10.1, 2082, 39.3%, 34:43, 65348, 1881, 37.22, 2.0, 57.7%, 1.0, 71.8%, 3.46, 1.42, 40.5%, 7.8, 3.8, 2017, 2017LSPL春季赛
5, LD, 3.0, 13.3, 14.3, 1965, 58.9%, 34:20, 60772, 1769, 35.07, 1.8, 52.0%, 0.7, 46.4%, 3.30, 1.11, 32.0%, 5.5, 6.7, 2017, 2017LSPL春季赛
6, ME, 2.7, 10.4, 12.6, 1905, 53.3%, 34:13, 58575, 1711, 35.68, 1.4, 41.1%, 0.5, 35.7%, 3.38, 1.27, 37.5%, 4.5, 7.3, 2017, 2017LSPL春季赛
7, DAN, 4.0, 15.3, 12.6, 2234, 50.0%, 36:33, 67662, 1851, 35.71, 2.2, 59.5%, 1.0, 60.7%, 3.78, 1.36, 38.6%, 7.2, 5.2, 2017, 2017LSPL春季赛
8, ING, 2.7, 11.3, 13.9, 1842, 42.4%, 35:0, 60415, 1725, 34.63, 1.7, 45.0%, 0.6, 44.0%, 3.37, 1.34, 38.0%, 5.2, 7.1, 2017, 2017LSPL春季赛
9, GD, 2.2, 10.7, 15.1, 1891, 45.1%, 35:49, 61812, 1725, 36.61, 1.4, 37.9%, 0.6, 36.7%, 3.80, 1.18, 35.0%, 4.7, 7.6, 2017, 2017LSPL春季赛
10, Tyloo, 3.5, 13.1, 11.8, 1967, 53.6%, 36:18, 65741, 1810, 36.55, 2.0, 50.7%, 0.9, 55.7%, 3.19, 1.36, 38.4%, 6.5, 5.8, 2017, 2017LSPL春季赛
11, SNG, 4.6, 13.4, 9.4, 2015, 54.1%, 36:41, 68049, 1854, 37.50, 2.1, 55.7%, 1.0, 62.1%, 3.67, 1.49, 41.5%, 7.7, 4.5, 2017, 2017LSPL春季赛
1, SKT, 5.7, 15.6, 8.9, 2221, 53.3%, 36:4, 69507, 1927, 33.43, 2.3, 64.0%, 1.0, 64.7%, 3.44, 1.50, 38.7%, 8.2, 4.2, 2017, 2017LCK韩国春季赛
2, KDM, 2.3, 8.6, 12.7, 1747, 37.8%, 37:44, 64164, 1700, 32.15, 1.1, 29.7%, 0.7, 43.4%, 3.91, 1.52, 39.7%, 4.4, 7.8, 2017, 2017LCK韩国春季赛
3, KT, 3.8, 13.4, 11.5, 2137, 62.3%, 36:52, 68033, 1845, 31.98, 2.0, 53.0%, 0.9, 60.3%, 3.89, 1.49, 39.3%, 8.0, 4.8, 2017, 2017LCK韩国春季赛
4, JAG, 2.8, 11.3, 13.4, 1933, 52.3%, 41:2, 70693, 1722, 31.96, 1.7, 37.6%, 0.6, 35.0%, 3.83, 1.44, 39.0%, 5.0, 7.9, 2017, 2017LCK韩国春季赛
5, HLE, 3.0, 11.9, 13.3, 1933, 46.8%, 35:33, 63400, 1782, 32.02, 1.8, 48.9%, 0.7, 41.0%, 3.99, 1.53, 39.5%, 5.9, 6.8, 2017, 2017LCK韩国春季赛
6, GEN, 3.9, 11.8, 9.7, 1973, 64.4%, 35:47, 66283, 1851, 33.17, 2.2, 61.0%, 0.9, 61.8%, 3.65, 1.47, 38.6%, 7.5, 4.8, 2017, 2017LCK韩国春季赛
7, KZ, 2.8, 11.1, 12.7, 2004, 51.1%, 37:26, 66517, 1776, 32.23, 1.9, 50.3%, 0.8, 50.0%, 3.73, 1.30, 36.1%, 5.9, 6.4, 2017, 2017LCK韩国春季赛
8, BBQ, 3.1, 9.9, 10.8, 1832, 36.4%, 35:43, 61796, 1729, 32.05, 1.8, 50.0%, 0.6, 37.0%, 3.69, 1.33, 35.9%, 4.8, 7.4, 2017, 2017LCK韩国春季赛
9, AFs, 3.5, 11.5, 10.8, 1863, 37.5%, 36:49, 66518, 1806, 32.86, 2.1, 54.8%, 0.8, 47.4%, 4.08, 1.56, 40.8%, 6.6, 5.9, 2017, 2017LCK韩国春季赛
1, D9, 2.5, 11.2, 13.2, 1834, 48.0%, 34:57, 61435, 1757, 30.98, 1.7, 47.3%, 0.7, 50.0%, 3.24, 1.10, 33.6%, 6.4, 6.6, 2017, 2017LLN北拉丁美洲春季赛
2, GG, 3.0, 10.6, 11.3, 1787, 28.0%, 36:24, 63626, 1747, 31.89, 1.8, 45.8%, 0.8, 47.5%, 3.19, 1.38, 39.9%, 5.6, 7.0, 2017, 2017LLN北拉丁美洲春季赛
3, IFG, 1.1, 7.0, 17.5, 1657, 36.0%, 31:47, 49519, 1557, 27.92, 0.8, 23.5%, 0.3, 26.7%, 3.25, 0.99, 30.8%, 2.5, 9.7, 2017, 2017LLN北拉丁美洲春季赛
4, INF, 3.2, 13.1, 13.4, 1941, 58.3%, 40:6, 69556, 1734, 29.12, 2.0, 48.5%, 0.8, 41.9%, 3.20, 1.23, 36.3%, 6.9, 6.8, 2017, 2017LLN北拉丁美洲春季赛
5, JTH, 3.6, 12.2, 11.0, 2046, 42.3%, 37:54, 66052, 1742, 28.97, 2.3, 55.7%, 1.1, 63.6%, 3.35, 1.17, 34.4%, 6.6, 6.3, 2017, 2017LLN北拉丁美洲春季赛
6, R7, 7.4, 15.7, 6.1, 2037, 72.0%, 32:12, 64320, 1996, 33.00, 2.6, 83.1%, 1.1, 84.8%, 3.23, 1.35, 40.3%, 10.0, 2.0, 2017, 2017LLN北拉丁美洲春季赛
7, PDS, 4.4, 16.1, 11.1, 2158, 52.4%, 36:10, 66238, 1830, 30.88, 1.8, 50.0%, 0.6, 46.2%, 3.31, 1.25, 36.7%, 7.5, 4.8, 2017, 2017LLN北拉丁美洲春季赛
1, EDG, 4.2, 12.7, 9.6, 1749, 42.9%, 31:18, 56495, 1804, 33.32, 2.4, 73.9%, 0.6, 57.1%, 3.18, 1.29, 40.9%, 6.1, 6.3, 2018, 德玛西亚杯珠海站
2, IG, 2.9, 9.8, 11.3, 1834, 33.3%, 32:42, 58985, 1803, 34.07, 0.8, 23.3%, 0.7, 60.0%, 3.70, 1.34, 40.1%, 6.3, 5.9, 2018, 德玛西亚杯珠海站
3, SS, 2.3, 8.8, 12.5, 1719, 50.0%, 29:54, 50004, 1672, 32.53, 2.0, 57.1%, 0.2, 25.0%, 3.23, 1.26, 35.3%, 4.5, 9.0, 2018, 德玛西亚杯珠海站
4, RNG, 6.9, 16.3, 8.0, 2043, 90.0%, 32:4, 63557, 1981, 35.59, 2.3, 76.7%, 0.8, 61.5%, 3.65, 1.50, 48.4%, 8.3, 3.6, 2018, 德玛西亚杯珠海站
5, Tyloo, 1.8, 10.7, 22.0, 1883, 66.7%, 29:5, 48085, 1653, 29.89, 0.7, 22.2%, 0.3, 25.0%, 2.88, 1.11, 33.8%, 2.3, 10.0, 2018, 德玛西亚杯珠海站
6, RW, 1.6, 8.0, 15.8, 1832, 50.0%, 31:2, 50235, 1618, 32.26, 0.8, 33.3%, 0.0, 0.0%, 3.23, 1.40, 42.0%, 3.8, 8.0, 2018, 德玛西亚杯珠海站
7, BLG, 3.6, 12.2, 11.9, 1860, 42.9%, 33:12, 60224, 1813, 33.83, 1.8, 54.3%, 0.6, 61.5%, 3.17, 1.58, 44.3%, 6.6, 5.9, 2018, 德玛西亚杯珠海站
1, TL, 2.9, 9.5, 12.0, 1702, 54.5%, 35:0, 61401, 1753, 34.91, 2.3, 55.6%, 0.6, 36.8%, 3.97, 1.33, 35.2%, 5.2, 7.3, 2018, 2018MSI季中冠军赛
2, FNC, 2.6, 11.2, 14.4, 1952, 50.0%, 37:44, 68200, 1807, 35.31, 1.5, 36.8%, 0.6, 33.3%, 3.81, 1.40, 33.5%, 6.7, 7.6, 2018, 2018MSI季中冠军赛
3, RNG, 6.0, 13.6, 7.6, 1887, 50.0%, 34:42, 66045, 1902, 35.33, 2.3, 62.7%, 1.1, 73.1%, 3.85, 1.64, 42.3%, 8.1, 4.9, 2018, 2018MSI季中冠军赛
4, FW, 4.2, 10.4, 8.4, 1600, 73.3%, 32:38, 57956, 1775, 33.28, 1.5, 50.0%, 0.7, 45.5%, 4.13, 1.50, 38.0%, 5.9, 5.9, 2018, 2018MSI季中冠军赛
5, KZ, 3.6, 10.8, 10.4, 1779, 33.3%, 33:28, 61609, 1840, 34.92, 1.8, 54.2%, 1.0, 69.2%, 3.92, 1.74, 41.2%, 6.9, 5.6, 2018, 2018MSI季中冠军赛
1, GMB, 3.5, 11.0, 11.1, 2095, 88.9%, 35:25, 63298, 1786, 33.24, 2.2, 54.1%, 1.0, 64.3%, 3.25, 1.58, 45.9%, 6.3, 5.6, 2018, 2018MSI入围赛
2, FW, 9.7, 14.3, 5.0, 2199, 33.3%, 32:16, 61732, 1912, 33.27, 3.7, 91.7%, 1.0, 75.0%, 3.97, 1.24, 39.3%, 9.7, 3.0, 2018, 2018MSI入围赛
3, SUP, 3.5, 15.6, 13.9, 2138, 40.0%, 28:41, 55525, 1935, 32.92, 2.2, 73.3%, 0.7, 63.6%, 3.35, 1.18, 34.2%, 7.4, 5.0, 2018, 2018MSI入围赛
4, PGM, 2.1, 8.5, 12.5, 1595, 50.0%, 31:11, 52000, 1667, 33.18, 1.0, 30.0%, 0.2, 14.3%, 3.61, 1.39, 36.9%, 3.2, 9.0, 2018, 2018MSI入围赛
5, KBM, 3.6, 18.2, 15.0, 2251, 66.7%, 28:55, 55921, 1932, 31.78, 1.5, 52.9%, 0.8, 71.4%, 3.78, 1.26, 36.0%, 7.3, 4.8, 2018, 2018MSI入围赛
6, R7, 4.1, 12.4, 10.6, 1941, 60.0%, 40:3, 72486, 1809, 34.40, 2.2, 45.8%, 0.8, 40.0%, 3.08, 1.35, 36.7%, 7.0, 7.0, 2018, 2018MSI入围赛
7, KLG, 2.2, 8.2, 12.2, 1570, 40.0%, 30:56, 50451, 1630, 32.29, 1.8, 50.0%, 0.2, 16.7%, 3.92, 1.39, 40.4%, 4.0, 7.4, 2018, 2018MSI入围赛
8, DW, 2.0, 9.0, 14.0, 1838, 33.3%, 30:42, 53798, 1751, 34.87, 1.3, 38.1%, 0.3, 28.6%, 3.56, 1.31, 35.3%, 4.7, 7.5, 2018, 2018MSI入围赛
9, ASC, 3.1, 12.2, 14.8, 2095, 0.0%, 34:55, 62092, 1777, 33.48, 1.2, 28.0%, 0.7, 50.0%, 3.44, 1.20, 36.4%, 5.2, 6.8, 2018, 2018MSI入围赛
1, KDM, 0.7, 2.0, 11.0, 1408, 0.0%, 37:21, 59399, 1589, 35.17, 2.0, 57.1%, 0.5, 33.3%, 3.95, 1.67, 38.9%, 2.0, 9.0, 2018, 2018LCK升降级赛
2, MVP, 6.0, 10.3, 6.3, 1736, 100.0%, 37:18, 70163, 1880, 38.02, 3.0, 81.8%, 0.7, 50.0%, 3.89, 1.99, 42.2%, 7.7, 4.0, 2018, 2018LCK升降级赛
3, EEW, 2.4, 6.3, 10.3, 1231, 0.0%, 37:18, 61806, 1656, 35.20, 0.7, 18.2%, 0.7, 50.0%, 4.73, 1.37, 35.2%, 4.0, 7.7, 2018, 2018LCK升降级赛
1, RYL, 4.0, 13.2, 11.0, 2029, 50.0%, 33:37, 63238, 1881, 35.56, 1.9, 58.6%, 1.0, 60.5%, 4.10, 1.43, 36.9%, 7.0, 5.1, 2018, 2018LDL春季赛
2, SDG, 4.3, 13.5, 10.3, 1863, 57.9%, 35:51, 65958, 1839, 35.06, 2.2, 62.4%, 1.1, 64.5%, 4.47, 1.48, 40.6%, 7.9, 4.5, 2018, 2018LDL春季赛
3, OMD, 3.1, 12.3, 14.1, 1877, 32.1%, 31:23, 54854, 1747, 31.92, 1.8, 59.3%, 0.6, 43.6%, 3.16, 1.21, 32.9%, 5.4, 6.9, 2018, 2018LDL春季赛
4, GT, 4.2, 12.7, 10.2, 1941, 46.7%, 34:41, 62707, 1807, 34.45, 2.0, 53.1%, 0.7, 42.0%, 3.70, 1.58, 40.3%, 6.1, 5.8, 2018, 2018LDL春季赛
5, YM, 3.0, 10.9, 12.5, 1995, 43.8%, 31:44, 55477, 1747, 33.61, 1.1, 34.3%, 0.5, 37.2%, 3.35, 1.44, 39.6%, 4.8, 6.7, 2018, 2018LDL春季赛
6, ME, 4.4, 15.2, 12.0, 2096, 56.2%, 33:40, 59818, 1776, 32.18, 1.6, 53.7%, 0.6, 40.9%, 3.65, 1.34, 38.7%, 7.3, 5.4, 2018, 2018LDL春季赛
7, Tyloo, 4.2, 12.8, 10.8, 1931, 40.5%, 34:25, 62670, 1820, 33.90, 2.4, 63.1%, 0.9, 58.5%, 3.82, 1.50, 39.2%, 7.0, 5.4, 2018, 2018LDL春季赛
8, JDM, 4.1, 14.9, 12.4, 1885, 58.1%, 35:39, 62941, 1764, 32.04, 1.6, 44.7%, 0.7, 42.3%, 4.07, 1.38, 35.5%, 6.7, 5.7, 2018, 2018LDL春季赛
9, TF, 4.4, 12.2, 9.5, 1915, 51.5%, 35:29, 65417, 1843, 34.68, 2.2, 58.2%, 1.0, 58.2%, 4.00, 1.51, 41.3%, 7.5, 4.9, 2018, 2018LDL春季赛
10, MSC, 4.5, 11.2, 8.7, 1916, 57.1%, 34:46, 63073, 1813, 34.86, 1.9, 52.0%, 0.8, 50.0%, 3.99, 1.59, 40.8%, 6.9, 5.0, 2018, 2018LDL春季赛
11, PRW, 4.0, 12.3, 10.7, 1783, 51.9%, 33:4, 58052, 1755, 32.81, 1.7, 49.5%, 0.7, 44.2%, 3.70, 1.42, 38.5%, 5.4, 7.3, 2018, 2018LDL春季赛
12, SYX, 2.8, 9.5, 11.7, 1869, 43.2%, 32:21, 56768, 1754, 34.86, 1.8, 51.2%, 0.6, 44.2%, 3.27, 1.47, 38.3%, 5.2, 6.0, 2018, 2018LDL春季赛
13, TSG, 2.9, 10.8, 12.1, 1768, 74.2%, 32:47, 58861, 1795, 33.96, 1.6, 48.5%, 0.7, 46.7%, 3.71, 1.45, 36.4%, 6.7, 5.9, 2018, 2018LDL春季赛
14, SNS, 4.7, 13.6, 10.0, 1931, 52.8%, 33:2, 60504, 1830, 34.11, 2.1, 58.9%, 0.8, 54.5%, 3.85, 1.52, 40.3%, 6.7, 5.3, 2018, 2018LDL春季赛
15, VP, 3.3, 11.9, 12.6, 1846, 62.9%, 34:18, 60755, 1770, 33.11, 1.6, 44.9%, 0.7, 44.6%, 4.09, 1.43, 37.3%, 5.8, 6.5, 2018, 2018LDL春季赛
16, UP, 4.7, 11.9, 9.5, 1887, 46.3%, 36:42, 66073, 1799, 33.50, 2.3, 59.4%, 1.2, 70.8%, 4.06, 1.72, 42.8%, 7.5, 4.9, 2018, 2018LDL春季赛
17, KM, 1.9, 8.0, 14.9, 1716, 32.4%, 30:54, 51238, 1658, 31.94, 1.0, 32.4%, 0.5, 41.9%, 3.86, 1.30, 37.1%, 3.7, 7.7, 2018, 2018LDL春季赛
18, RWS, 3.1, 11.4, 12.9, 1897, 48.0%, 33:33, 58849, 1753, 33.26, 1.7, 51.8%, 0.8, 50.0%, 3.65, 1.27, 35.6%, 5.9, 6.5, 2018, 2018LDL春季赛
19, QNG, 3.1, 9.9, 11.4, 1614, 64.7%, 34:40, 58859, 1697, 33.31, 1.6, 42.5%, 0.7, 43.9%, 3.95, 1.55, 39.9%, 4.6, 7.3, 2018, 2018LDL春季赛
20, LZQ, 2.9, 9.8, 12.6, 1799, 52.0%, 33:47, 56964, 1685, 32.06, 1.0, 29.8%, 0.9, 59.5%, 3.68, 1.44, 37.1%, 5.0, 6.7, 2018, 2018LDL春季赛
21, SG, 4.0, 10.6, 8.9, 1856, 38.7%, 34:37, 63116, 1822, 34.45, 2.4, 62.9%, 0.9, 58.0%, 4.00, 1.46, 38.8%, 7.1, 5.1, 2018, 2018LDL春季赛
22, SN, 3.5, 12.9, 13.1, 1961, 42.9%, 36:39, 62557, 1706, 31.94, 1.5, 43.0%, 0.6, 36.0%, 3.64, 1.44, 37.7%, 5.3, 7.1, 2018, 2018LDL春季赛
23, VSG, 4.8, 11.2, 7.7, 1820, 53.3%, 31:5, 55005, 1769, 33.81, 1.6, 54.0%, 0.6, 55.9%, 3.29, 1.26, 35.4%, 6.6, 4.4, 2018, 2018LDL春季赛
24, BJO, 2.7, 9.4, 12.0, 1700, 39.3%, 33:51, 54712, 1616, 31.15, 1.5, 51.2%, 0.7, 55.6%, 3.84, 1.49, 37.9%, 4.6, 6.6, 2018, 2018LDL春季赛
25, VC, 2.7, 9.9, 12.8, 1779, 52.9%, 31:20, 54039, 1723, 33.02, 1.5, 48.6%, 0.6, 41.3%, 3.56, 1.29, 33.4%, 5.0, 6.5, 2018, 2018LDL春季赛
26, OG, 3.6, 11.7, 11.0, 2028, 48.5%, 36:23, 64295, 1766, 34.35, 1.7, 47.0%, 0.8, 46.3%, 3.45, 1.44, 36.8%, 6.4, 5.8, 2018, 2018LDL春季赛
27, VTG, 4.0, 13.0, 10.9, 2017, 59.3%, 33:3, 60461, 1829, 32.98, 1.3, 42.4%, 1.0, 65.1%, 3.67, 1.36, 37.7%, 7.3, 5.3, 2018, 2018LDL春季赛
28, KOF, 3.1, 13.6, 14.8, 2057, 55.2%, 30:25, 54122, 1779, 31.79, 1.2, 44.2%, 0.7, 52.6%, 3.57, 1.18, 32.9%, 6.0, 5.7, 2018, 2018LDL春季赛
29, SC, 4.1, 13.2, 11.0, 1787, 67.5%, 34:3, 62204, 1826, 32.93, 1.9, 55.1%, 0.9, 60.3%, 3.98, 1.49, 39.9%, 7.8, 4.7, 2018, 2018LDL春季赛
30, TRG, 2.2, 8.9, 14.6, 1754, 41.7%, 31:48, 53409, 1679, 31.57, 1.7, 51.2%, 0.6, 38.9%, 3.70, 1.29, 33.6%, 4.4, 8.2, 2018, 2018LDL春季赛
31, CCF, 2.9, 12.1, 15.5, 1949, 37.0%, 30:52, 52519, 1701, 30.28, 1.0, 35.9%, 0.6, 42.9%, 3.58, 1.16, 32.9%, 4.7, 7.2, 2018, 2018LDL春季赛
1, FNC, 5.0, 12.5, 8.7, 2082, 68.0%, 37:52, 72332, 1909, 36.41, 2.1, 60.2%, 1.0, 56.5%, 4.22, 1.59, 37.5%, 8.9, 4.7, 2018, 2018LCS欧洲春季赛
2, GIA, 3.0, 9.6, 11.6, 1812, 27.8%, 35:26, 62747, 1770, 34.79, 1.4, 45.5%, 0.7, 50.0%, 3.94, 1.67, 37.2%, 5.9, 6.6, 2018, 2018LCS欧洲春季赛
3, ROC, 3.7, 8.8, 9.0, 1927, 55.6%, 40:7, 71846, 1790, 35.94, 1.4, 43.1%, 1.1, 50.0%, 4.73, 1.80, 40.7%, 6.7, 6.3, 2018, 2018LCS欧洲春季赛
4, H2K, 2.7, 7.7, 10.7, 2028, 26.1%, 36:36, 64198, 1753, 35.02, 1.0, 30.0%, 1.0, 55.8%, 4.24, 1.64, 38.0%, 5.7, 7.3, 2018, 2018LCS欧洲春季赛
5, UOL, 3.1, 9.9, 11.3, 1937, 38.9%, 38:53, 68230, 1754, 34.67, 2.1, 56.9%, 0.9, 45.7%, 4.51, 1.70, 38.2%, 5.5, 7.3, 2018, 2018LCS欧洲春季赛
6, S04, 3.4, 9.1, 9.2, 1949, 50.0%, 37:41, 66726, 1770, 35.60, 1.7, 46.2%, 0.7, 41.9%, 4.54, 1.75, 39.6%, 5.8, 7.1, 2018, 2018LCS欧洲春季赛
7, G2, 4.6, 11.0, 9.1, 2131, 48.0%, 40:32, 74759, 1844, 36.34, 2.1, 50.5%, 1.1, 50.9%, 4.60, 1.92, 43.0%, 7.5, 6.5, 2018, 2018LCS欧洲春季赛
8, VIT, 2.9, 9.3, 11.0, 1945, 43.8%, 35:46, 64224, 1795, 35.23, 2.1, 59.5%, 0.8, 48.2%, 4.39, 1.68, 38.5%, 6.4, 6.5, 2018, 2018LCS欧洲春季赛
